Game,LastHitter,BallX,BallY,BallZ,BallSpeed,AIPaddleZ,PlayerPaddleZ,Result
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
0,None,28.32,2.23,7.90,12.60,-0.08,0.00,AIScored
0,None,66.09,2.69,-26.14,17.60,-0.27,0.00,AIScored
0,None,0.00,2.00,0.00,0.00,-0.43,0.00,AIScored
0,None,66.21,4.06,-21.29,16.81,-0.63,0.00,AIScored
0,AI,0.00,2.00,0.00,0.00,-0.80,0.00,AIScored
0,None,-66.17,4.26,-19.60,16.60,-0.99,0.00,AIScored
0,AI,0.00,1.99,0.00,0.00,-1.20,0.00,AIScored
0,Player,-66.39,4.79,2.89,19.17,-11.57,-4.65,PlayerScored
0,None,0.00,2.00,0.00,0.00,20.76,-3.45,AIScored
0,AI,66.80,9.92,-37.44,21.45,29.17,-1.09,AIScored
0,None,0.00,2.00,0.00,0.00,3.86,-0.77,AIScored
0,AI,66.96,10.78,-39.36,23.44,3.76,-20.00,AIScored
0,None,0.00,2.00,0.00,0.00,3.76,-20.00,AIScored
0,Player,33.47,2.90,-28.41,11.84,3.76,-20.00,PlayerScored
0,None,28.91,2.23,5.33,12.60,-0.05,-10.84,AIScored
0,None,66.06,6.39,7.52,15.37,-6.84,-3.58,AIScored
0,Player,0.00,1.99,0.00,0.00,-6.97,9.51,PlayerScored
0,None,-66.10,-0.50,-33.59,19.30,-6.95,18.34,AIScored
0,None,0.00,2.00,0.00,0.00,-6.95,6.51,AIScored
0,None,66.03,2.19,-27.66,17.87,-6.95,-3.73,AIScored
0,None,0.00,1.99,0.00,0.00,5.68,-1.12,AIScored
0,None,-66.16,0.90,30.54,18.57,7.00,18.79,AIScored
0,Player,0.00,1.99,0.00,0.00,6.97,-16.63,PlayerScored
0,None,-66.09,5.87,12.40,15.71,7.00,-16.63,AIScored
0,Player,0.00,1.99,0.00,0.00,6.96,-4.81,PlayerScored
0,AI,0.00,1.99,0.00,0.00,-0.74,5.60,AIScored
0,None,66.24,6.23,-8.04,15.49,7.00,5.60,AIScored
0,None,65.31,0.63,32.82,0.78,6.93,6.93,AIScored
0,None,-66.25,5.32,-15.30,16.06,6.93,-2.48,AIScored
0,Player,7.09,3.13,-0.79,13.46,6.89,-10.07,PlayerScored
0,None,-66.01,1.96,28.32,18.01,7.00,-7.93,AIScored
0,None,-66.16,4.81,-21.01,16.64,-0.11,2.15,AIScored
0,AI,0.00,1.99,0.00,0.00,8.86,25.02,AIScored
0,None,-66.21,6.56,-1.88,15.27,-15.12,14.10,AIScored
0,None,-66.16,5.50,14.62,15.94,19.07,7.11,AIScored
0,None,-32.29,2.30,7.42,12.47,30.00,-2.63,AIScored
0,None,65.97,-1.21,-37.92,16.58,-8.43,20.30,AIScored
0,None,0.00,2.00,0.00,0.00,-8.43,-23.01,AIScored
0,None,-66.18,2.93,-25.19,17.46,-10.60,-18.06,AIScored
0,Player,0.00,2.00,0.00,0.00,-21.45,-18.06,PlayerScored
0,None,-66.20,5.68,-13.19,15.83,-21.45,-18.06,AIScored
0,None,-66.23,6.56,-1.20,15.27,-21.45,-18.06,AIScored
0,None,-31.23,2.29,-11.01,12.49,-21.45,-18.06,AIScored
0,None,-66.24,5.08,16.67,16.18,-21.45,-18.06,AIScored
0,None,0.00,2.00,0.00,0.00,-21.45,-18.06,AIScored
0,None,66.05,1.45,29.47,18.29,-21.45,-18.06,AIScored
0,None,0.00,1.99,0.00,0.00,-21.45,-18.06,AIScored
1,Player,-66.44,5.24,14.03,20.05,-21.45,-18.06,PlayerScored
1,AI,36.46,7.85,-51.18,35.17,-21.45,-18.06,AIScored
0,None,-66.10,4.19,23.55,17.01,-6.47,1.24,AIScored
0,Player,-57.59,-0.80,3.28,17.03,-3.84,-6.36,PlayerScored
0,None,66.00,2.44,27.06,17.73,-3.84,-4.10,AIScored
0,None,29.34,2.23,-1.67,12.60,0.00,-1.34,AIScored
0,AI,66.72,12.16,-46.35,21.98,1.38,-30.00,AIScored
0,None,-34.42,2.22,14.95,11.97,0.00,0.00,AIScored
0,None,-66.16,0.37,31.70,18.86,0.00,0.00,AIScored
0,None,-66.15,-0.24,32.99,19.15,0.00,0.00,AIScored
0,None,27.21,2.23,11.14,12.60,0.00,0.00,AIScored
0,None,29.18,2.23,3.45,12.60,0.00,0.00,AIScored
0,AI,51.78,-0.32,-50.42,27.60,-3.84,-2.88,AIScored
0,AI,52.08,-0.43,-49.23,26.21,0.80,-2.88,AIScored
0,AI,66.86,12.51,-48.44,23.03,9.89,-2.88,AIScored
0,None,-65.99,0.91,-30.87,18.57,-26.65,-9.70,AIScored
0,AI,23.41,11.16,-51.11,34.95,-20.43,-9.70,AIScored
0,None,-35.95,2.22,-10.78,11.97,-3.73,-2.26,AIScored
0,Player,-63.56,-0.25,28.27,26.54,15.10,-21.74,PlayerScored
0,Player,-39.31,2.43,8.78,14.04,-15.17,18.68,PlayerScored
0,Player,-59.91,-0.59,16.41,17.55,-15.17,19.70,PlayerScored
0,None,-66.22,6.56,1.91,15.27,-8.44,23.50,AIScored
0,Player,15.92,3.20,7.39,20.46,17.87,23.50,PlayerScored
0,Player,19.47,-0.56,44.27,19.90,30.05,23.50,PlayerScored
0,Player,13.99,3.28,3.34,15.39,-26.93,22.17,PlayerScored
0,Player,0.10,2.95,26.44,9.54,33.86,-23.15,PlayerScored
0,Player,6.88,3.40,23.75,18.45,32.71,24.70,PlayerScored
0,Player,8.06,3.30,1.63,18.62,-14.17,-1.59,PlayerScored
0,Player,7.77,3.32,24.75,17.54,29.22,24.35,PlayerScored
0,Player,4.29,3.27,30.69,18.00,29.22,-12.33,PlayerScored
0,Player,-0.73,2.92,12.23,14.41,8.55,-15.24,PlayerScored
0,Player,-66.86,12.54,-26.55,19.57,10.45,-7.69,PlayerScored
0,None,29.37,2.23,0.78,12.60,0.00,2.83,AIScored
0,AI,-0.35,3.11,0.03,10.76,6.71,0.72,AIScored
0,None,66.25,5.28,-14.33,15.99,6.71,0.72,AIScored
0,AI,-20.28,3.34,-16.12,16.20,17.92,12.94,AIScored
0,AI,66.28,5.83,-30.91,20.18,-0.95,7.88,AIScored
0,None,-36.23,2.22,-9.77,11.97,-14.33,-7.09,AIScored
0,AI,-33.09,2.74,-6.93,13.78,28.19,-23.16,AIScored
0,None,26.37,2.23,-13.00,12.60,-0.70,0.00,AIScored
0,None,66.16,3.63,-23.00,17.06,-15.20,0.00,AIScored
0,Player,-1.39,18.10,20.31,3.91,25.17,17.66,PlayerScored
0,None,-37.04,2.22,5.98,11.97,2.92,0.00,AIScored
0,Player,2.54,3.38,-3.36,16.24,-10.61,13.82,PlayerScored
0,Player,-38.81,2.51,13.83,14.10,12.49,-21.46,PlayerScored
0,Player,-36.25,2.94,16.21,14.92,28.22,-21.46,PlayerScored
0,Player,-33.74,2.88,18.62,14.53,19.66,-21.46,PlayerScored
0,None,66.17,4.90,17.84,16.31,19.66,-2.99,AIScored
0,Player,3.67,3.18,0.50,13.06,19.66,-1.46,PlayerScored
0,AI,66.27,20.69,-30.64,15.79,19.66,-1.46,AIScored
0,AI,66.16,20.07,-21.00,14.70,19.66,-1.46,AIScored
0,None,66.10,5.69,13.69,15.83,19.66,-1.46,AIScored
0,None,66.06,4.49,20.06,16.55,19.66,-1.46,AIScored
1,None,66.13,0.38,31.72,18.86,19.66,-1.46,AIScored
1,None,-66.19,3.86,-22.11,16.93,19.66,-1.46,AIScored
1,None,66.13,5.51,14.71,15.94,19.66,-1.46,AIScored
1,None,66.12,2.45,26.76,17.73,19.66,-1.46,AIScored
1,None,-66.14,5.68,-13.51,15.83,19.66,-1.46,AIScored
1,Player,-34.55,2.98,3.25,13.74,19.66,-1.46,PlayerScored
1,Player,-63.48,-4.48,-25.19,22.15,19.66,-1.46,PlayerScored
1,Player,9.59,3.49,-17.38,16.23,19.66,-1.46,PlayerScored
1,None,-66.19,6.56,2.52,15.27,19.66,-1.46,AIScored
1,Player,-34.42,2.99,-2.57,13.73,19.66,-1.46,PlayerScored
1,AI,66.12,20.66,-29.44,13.70,19.66,-1.46,AIScored
1,AI,66.33,20.05,-25.39,15.39,19.66,-1.46,AIScored
1,AI,66.25,20.37,-23.85,14.25,19.66,-1.46,AIScored
1,None,66.09,0.08,-32.47,19.00,19.66,-1.46,AIScored
1,None,-66.07,6.57,4.55,15.27,19.66,-1.46,AIScored
1,AI,66.18,20.67,-27.66,13.76,19.66,-1.46,AIScored
2,None,66.18,0.09,32.24,19.00,19.66,-1.46,AIScored
2,Player,6.31,2.78,5.43,13.98,19.66,-1.46,PlayerScored
2,None,66.03,2.93,25.61,17.46,19.66,-1.46,AIScored
2,None,-66.21,3.61,-22.92,17.06,19.66,-1.46,AIScored
2,None,-66.22,5.87,-11.67,15.71,19.66,-1.46,AIScored
2,None,-66.08,5.87,-12.48,15.71,19.66,-1.46,AIScored
2,None,66.08,-1.97,-36.32,20.04,19.66,-1.46,AIScored
2,None,-66.07,6.39,7.42,15.37,19.66,-1.46,AIScored
2,None,66.14,2.70,25.99,17.60,19.66,-1.46,AIScored
2,None,66.04,5.11,17.30,16.18,19.66,-1.46,AIScored
2,None,-65.97,-1.95,-36.49,20.04,19.66,-1.46,AIScored
2,None,66.06,1.94,-28.24,18.01,19.66,-1.46,AIScored
2,Player,5.64,2.97,2.57,13.74,19.66,-1.46,PlayerScored
2,None,66.15,5.30,15.82,16.06,19.66,-1.46,AIScored
2,None,-66.25,2.14,-27.28,17.87,19.66,-1.46,AIScored
2,None,66.09,2.92,-25.45,17.46,19.66,-1.46,AIScored
2,None,-66.10,6.57,-3.90,15.27,19.66,-1.46,AIScored
2,None,65.89,7.53,20.37,15.73,19.66,-1.46,AIScored
3,None,66.05,4.91,18.24,16.31,19.66,-1.46,AIScored
3,None,-66.06,6.56,-4.75,15.27,19.66,-1.46,AIScored
3,Player,-40.04,2.98,-30.35,15.08,19.66,-1.46,PlayerScored
3,None,-66.06,2.93,-25.54,17.46,19.66,-1.46,AIScored
3,None,66.09,5.11,17.12,16.18,19.66,-1.46,AIScored
3,None,65.98,1.95,-28.42,18.01,19.66,-1.46,AIScored
3,None,-66.22,6.56,1.06,15.27,19.66,-1.46,AIScored
3,None,-66.11,2.92,-25.40,17.46,19.66,-1.46,AIScored
3,AI,66.29,19.74,-22.15,15.65,19.66,-1.46,AIScored
3,Player,3.96,3.04,29.09,15.23,19.66,-1.46,PlayerScored
3,None,-66.20,6.39,6.19,15.37,19.66,-1.46,AIScored
3,AI,66.27,20.63,-32.19,15.39,19.66,-1.46,AIScored
3,None,-66.29,6.39,5.18,15.37,19.66,-1.46,AIScored
3,None,66.14,0.92,30.53,18.57,19.66,-1.46,AIScored
3,None,-66.16,6.05,10.55,15.60,19.66,-1.46,AIScored
0,AI,-56.32,17.08,7.34,5.52,11.86,-6.51,AIScored
0,Player,-66.01,1.65,21.07,20.65,29.61,-21.95,PlayerScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,-37.53,2.22,-0.45,11.97,0.00,4.64,AIScored
0,None,66.25,5.88,11.45,15.71,13.76,-3.53,AIScored
0,AI,66.03,18.68,1.54,13.26,-2.96,-0.74,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,-34.92,2.22,-13.75,11.97,0.00,-10.31,AIScored
0,AI,66.41,20.57,-22.31,14.21,-23.25,-22.10,AIScored
0,AI,66.17,18.46,-24.03,16.46,32.07,-22.75,AIScored
0,None,-34.62,2.22,-14.46,11.97,-17.21,0.00,AIScored
0,AI,66.14,9.96,-14.61,19.09,24.36,-14.34,AIScored
0,None,28.72,2.23,-6.27,12.60,0.00,-5.33,AIScored
0,AI,-65.34,5.49,-9.63,17.08,11.13,-1.30,AIScored
0,Player,51.32,3.37,8.38,17.28,33.84,-10.45,PlayerScored
0,Player,35.42,3.77,-25.56,17.87,33.84,-17.10,PlayerScored
0,Player,-66.01,17.68,24.50,13.20,28.03,22.73,PlayerScored
0,None,-35.04,2.22,13.41,11.97,18.47,0.00,AIScored
0,AI,-6.25,3.27,-26.82,16.84,-26.93,0.00,AIScored
0,None,18.00,2.15,-9.35,13.35,0.00,0.00,AIScored
0,Player,-41.36,3.14,22.50,16.43,19.55,-23.79,PlayerScored
0,Player,-40.21,3.04,24.58,16.13,5.11,-23.79,PlayerScored
0,None,-25.69,2.14,-2.33,12.53,0.00,0.00,AIScored
0,Player,-56.26,-4.81,8.15,22.67,8.59,8.36,PlayerScored
0,None,65.24,-4.35,-31.82,20.79,8.59,8.36,AIScored
0,None,66.10,1.72,-12.82,17.67,8.59,8.36,AIScored
0,None,65.46,-4.36,31.38,20.79,8.59,8.36,AIScored
0,None,66.23,1.95,-10.70,17.54,8.59,8.36,AIScored
0,Player,-55.79,-4.92,18.29,22.82,8.59,8.36,PlayerScored
0,None,-66.09,2.89,-0.54,17.00,8.59,8.36,AIScored
0,None,-64.15,-4.37,33.99,20.79,8.59,8.36,AIScored
0,Player,-46.83,3.27,5.79,15.92,3.14,-16.05,PlayerScored
0,AI,-65.59,21.62,15.24,8.68,12.36,-10.21,AIScored
0,Player,-51.52,3.02,30.15,17.24,25.65,-25.02,PlayerScored
0,None,-65.73,-4.35,-30.79,20.79,-26.93,-29.19,AIScored
0,Player,-65.99,16.96,10.83,16.05,12.69,-1.99,PlayerScored
0,None,18.85,2.15,-7.49,13.35,0.00,0.00,AIScored
0,AI,38.64,3.23,-24.24,16.36,30.48,-26.05,AIScored
0,None,63.10,-4.34,35.86,20.79,30.48,-5.35,AIScored
0,None,-23.87,2.14,9.74,12.53,-1.99,0.00,AIScored
0,Player,-49.65,3.26,31.98,17.47,30.58,-33.06,PlayerScored
0,AI,36.16,2.55,-13.02,14.26,30.04,-24.36,AIScored
0,None,66.08,2.91,0.13,17.00,30.04,1.64,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
0,None,0.00,13.00,0.00,0.00,0.00,0.00,AIScored
